"COMID","Longitude","Latitude","dataset_source"
16742585,-80.951064,26.85923,"Camacho_2024"
166757655,-80.946299,27.05181,"Camacho_2024"
166757655,-80.944538,27.02275,"Camacho_2024"
166757655,-80.946473,27.00512,"Camacho_2024"
166757655,-80.95984,26.98247,"Camacho_2024"
166757652,-80.924865,26.94956,"Camacho_2024"
16742585,-80.929612,26.92424,"Camacho_2024"
16742585,-80.931204,26.89521,"Camacho_2024"
933090015,-80.91359,27.07723,"Camacho_2024"
166757655,-80.916818,27.04831,"Camacho_2024"
166757655,-80.914662,27.02933,"Camacho_2024"
166757655,-80.915666,26.99883,"Camacho_2024"
166757655,-80.926511,26.97794,"Camacho_2024"
16742581,-80.894607,26.94799,"Camacho_2024"
933090015,-80.887579,27.11334,"Camacho_2024"
933090015,-80.888654,27.0611,"Camacho_2024"
166757655,-80.883668,27.02803,"Camacho_2024"
16742581,-80.883217,27.00043,"Camacho_2024"
16742581,-80.894136,26.98083,"Camacho_2024"
16742599,-81.08213889,26.83991667,"Camacho_2024"
10247449,-81.39083333,26.77136111,"Camacho_2024"
16730940,-81.06611111,26.98661111,"Camacho_2024"
16731760,-81.31463889,26.93355556,"Camacho_2024"
10247437,-81.30880556,26.78983333,"Camacho_2024"
166757655,-80.94780556,27.04261111,"Camacho_2024"
166757653,-81.10047222,26.971,"Camacho_2024"
2180801,-85.31318889,29.83220833,"Camacho_2024"
2180623,-85.29006389,29.79580278,"Camacho_2024"
2180623,-85.29785556,29.79815278,"Camacho_2024"
2298904,-85.29061389,29.81229167,"Camacho_2024"
2180801,-85.31288611,29.83911389,"Camacho_2024"
NA,-85.30578611,29.81095,"Camacho_2024"
2180611,-85.22117222,29.88058333,"Camacho_2024"
2180611,-85.22113889,29.88069444,"Camacho_2024"
2135762,-85.17873,30.0882,"Camacho_2024"
2135744,-85.19943,30.13646,"Camacho_2024"
2297468,-85.1425,30.131944,"Camacho_2024"
2135762,-85.17888,30.08833,"Camacho_2024"
2135830,-85.200278,30.243611,"Camacho_2024"
2179807,-85.20027,30.11638,"Camacho_2024"
2298904,-85.28555556,29.71861111,"Camacho_2024"
3572759,-85.28166667,29.69416667,"Camacho_2024"
2180823,-85.30194444,29.71027778,"Camacho_2024"
2180811,-85.30305556,29.75222222,"Camacho_2024"
3572717,-85.26833333,29.70833333,"Camacho_2024"
2180821,-85.29361111,29.71194444,"Camacho_2024"
3572717,-85.28027778,29.70611111,"Camacho_2024"
2299168,-85.18745,29.74341,"Camacho_2024"
3572719,-85.255,29.70777778,"Camacho_2024"
2180525,-85.36973,29.99826,"Camacho_2024"
2135844,-85.14671,30.0177,"Camacho_2024"
2067240,-83.2422,30.5014,"Camacho_2024"
166743977,-82.76105556,30.32972222,"Camacho_2024"
2000156,-82.68692778,30.353875,"Camacho_2024"
1997568,-82.72488889,30.56413889,"Camacho_2024"
2017342,-83.09686,30.44829,"Camacho_2024"
2000152,-82.81906,30.33954,"Camacho_2024"
16803063,-81.805656,27.503798,"Camacho_2024"
16742609,-80.921934,26.77391,"Camacho_2024"
16744249,-80.891,26.86016,"Camacho_2024"
16742609,-80.890223,26.80208,"Camacho_2024"
16742609,-80.891294,26.77547,"Camacho_2024"
10243499,-81.42763889,26.62294444,"Camacho_2024"
16770182,-81.37486111,26.59636111,"Camacho_2024"
89748,-80.97722222,26.31097222,"Camacho_2024"
89748,-81.02766667,26.43136111,"Camacho_2024"
89748,-81.12813889,26.42922222,"Camacho_2024"
68334,-80.92308333,26.76211111,"Camacho_2024"
10247467,-81.44066667,26.77027778,"Camacho_2024"
10247467,-81.44766667,26.76675,"Camacho_2024"
16928054,-82.55444444,28.56333333,"Camacho_2024"
27724373,-82.62333333,28.54527778,"Camacho_2024"
16928062,-82.63611111,28.52111111,"Camacho_2024"
16933316,-82.65027778,28.49722222,"Camacho_2024"
16933344,-82.61638889,28.445,"Camacho_2024"
16933316,-82.656341,28.492605,"Camacho_2024"
16949434,-82.26222,28.64722,"Camacho_2024"
16933020,-82.30944,28.48194,"Camacho_2024"
16949964,-82.21777,28.57861,"Camacho_2024"
21491910,-81.00061111,27.27019444,"Camacho_2024"
21483434,-81.35916667,27.52694444,"Camacho_2024"
21491524,-81.28638889,27.4425,"Camacho_2024"
21484958,-81.47638889,27.4975,"Camacho_2024"
16806221,-81.55472222,27.47222222,"Camacho_2024"
21491876,-81.45111111,27.39472222,"Camacho_2024"
21491936,-81.36361111,27.34194444,"Camacho_2024"
21491938,-81.41611111,27.33,"Camacho_2024"
21491844,-81.33138889,27.38583333,"Camacho_2024"
21491844,-81.31277778,27.30666667,"Camacho_2024"
21491852,-81.23,27.35361111,"Camacho_2024"
21491920,-81.37675,27.25251,"Camacho_2024"
21485130,-81.48986,27.52416,"Camacho_2024"
21484984,-81.49071,27.58218,"Camacho_2024"
21491938,-81.390933,27.348883,"Camacho_2024"
21484984,-81.504194,27.573444,"Camacho_2024"
21484984,-81.504,27.586283,"Camacho_2024"
21484984,-81.497028,27.597806,"Camacho_2024"
21484980,-81.531611,27.639583,"Camacho_2024"
21484980,-81.547444,27.63225,"Camacho_2024"
27805050,-81.477379,27.646957,"Camacho_2024"
21482672,-81.36418,27.63917,"Camacho_2024"
21483268,-81.42581,27.54313,"Camacho_2024"
21491938,-81.372526,27.314155,"Camacho_2024"
21491938,-81.372526,27.297206,"Camacho_2024"
NA,-82.5757,27.9694,"Camacho_2024"
16918986,-82.5459,27.9502,"Camacho_2024"
16917952,-82.5032,27.9908,"Camacho_2024"
16916802,-82.4942,28.015,"Camacho_2024"
16919098,-82.5021,27.868,"Camacho_2024"
16918982,-82.4508,27.9415,"Camacho_2024"
16918978,-82.43,27.9463,"Camacho_2024"
16918712,-82.3617,27.9766,"Camacho_2024"
16916254,-82.504522,28.121608,"Camacho_2024"
16916824,-82.528104,28.141407,"Camacho_2024"
16916760,-82.593956,28.146919,"Camacho_2024"
16916760,-82.592371,28.151431,"Camacho_2024"
16916302,-82.525068,28.071965,"Camacho_2024"
16916302,-82.523392,28.074062,"Camacho_2024"
16916360,-82.58689,28.112496,"Camacho_2024"
16907103,-82.479996,28.092938,"Camacho_2024"
16916882,-82.3441,28.0592,"Camacho_2024"
16907035,-82.3525,28.0578,"Camacho_2024"
16911535,-82.3761,28.0749,"Camacho_2024"
16919098,-82.4889,27.8666,"Camacho_2024"
16919104,-82.5373,27.8671,"Camacho_2024"
16919088,-82.5291,27.8755,"Camacho_2024"
16916386,-82.5564,28.01189,"Camacho_2024"
16896602,-82.2282,27.86721667,"Camacho_2024"
16918808,-82.38438333,27.86018333,"Camacho_2024"
16883906,-82.37616667,27.6763,"Camacho_2024"
933100013,-82.47966667,28.08252778,"Camacho_2024"
16916832,-82.49733333,28.04883333,"Camacho_2024"
16910627,-82.46361111,27.95902778,"Camacho_2024"
16916360,-82.59416667,28.05658333,"Camacho_2024"
16916760,-82.58716667,28.13486111,"Camacho_2024"
16916356,-82.58797222,28.02786111,"Camacho_2024"
16919098,-82.4965,27.86548056,"Camacho_2024"
16919104,-82.51833333,27.87774722,"Camacho_2024"
16919078,-82.53305,27.89326111,"Camacho_2024"
16919098,-82.48638333,27.874775,"Camacho_2024"
16884008,-82.44527778,27.69388889,"Camacho_2024"
16884000,-82.44666667,27.705,"Camacho_2024"
16884032,-82.43611111,27.67555556,"Camacho_2024"
16907113,-82.38777,28.02111,"Camacho_2024"
166743843,-82.42885,28.02501,"Camacho_2024"
166743843,-82.4475,28.01777,"Camacho_2024"
16907061,-82.46519,28.0126,"Camacho_2024"
16910625,-82.46638,27.99694,"Camacho_2024"
16918614,-82.37416,27.77249,"Camacho_2024"
16918210,-82.34944,27.79666,"Camacho_2024"
16896598,-82.3,27.88055,"Camacho_2024"
16896198,-82.27638,27.84638,"Camacho_2024"
16896198,-82.27444,27.83777,"Camacho_2024"
16896300,-82.13805,27.77888,"Camacho_2024"
16896736,-82.16805,27.92333,"Camacho_2024"
16896092,-82.21972,27.94472,"Camacho_2024"
16910629,-82.14888,27.99222,"Camacho_2024"
16910627,-82.45861,27.94361,"Camacho_2024"
16916882,-82.34387,28.00652,"Camacho_2024"
16906571,-82.36345,28.05491,"Camacho_2024"
16910625,-82.46843,27.98892,"Camacho_2024"
16906535,-82.26895,28.0484,"Camacho_2024"
16906977,-82.22673,28.1513,"Camacho_2024"
16906983,-82.26435,28.12852,"Camacho_2024"
16916882,-82.35325,28.01299,"Camacho_2024"
16918960,-82.54888,27.96202,"Camacho_2024"
16916856,-82.6332221,28.0134145,"Camacho_2024"
16919008,-82.428999,27.932082,"Camacho_2024"
16918072,-82.41013,27.94192,"Camacho_2024"
2241581,-85.66166,30.87894,"Camacho_2024"
2242919,-86.02531,30.81226,"Camacho_2024"
2242357,-85.84297,30.94751,"Camacho_2024"
2241797,-85.903328,30.657263,"Camacho_2024"
20119418,-80.499,27.633,"Camacho_2024"
20119418,-80.399,27.65,"Camacho_2024"
20119418,-80.388,27.65,"Camacho_2024"
16701689,-80.671,27.988,"Camacho_2024"
16701689,-80.646,28.014,"Camacho_2024"
20119444,-80.387361,27.603818,"Camacho_2024"
20119444,-80.405665,27.588882,"Camacho_2024"
20112680,-80.48435833,27.79619167,"Camacho_2024"
20112882,-80.51096944,27.76949722,"Camacho_2024"
20118914,-80.46575278,27.76525833,"Camacho_2024"
20119418,-80.42692778,27.64565,"Camacho_2024"
NA,-80.35037222,27.63142222,"Camacho_2024"
NA,-80.36039444,27.66552222,"Camacho_2024"
NA,-80.42430833,27.79620833,"Camacho_2024"
20112680,-80.49527778,27.79833333,"Camacho_2024"
20119514,-80.50805556,27.82,"Camacho_2024"
11016053,-80.774752,27.726678,"Camacho_2024"
NA,-80.32855,27.56112,"Camacho_2024"
20119324,-80.496442,27.835333,"Camacho_2024"
20119450,-80.36505,27.586561,"Camacho_2024"
11013115,-80.76473,27.63107,"Camacho_2024"
11012425,-80.67264,27.82085,"Camacho_2024"
11011565,-80.81166,27.82242,"Camacho_2024"
2315303,-84.904487,30.727634,"Camacho_2024"
2134240,-85.140538,30.790438,"Camacho_2024"
2133314,-85.25947,30.84989,"Camacho_2024"
2177191,-85.390309,30.597047,"Camacho_2024"
2311991,-84.944167,30.869444,"Camacho_2024"
2177571,-85.330556,30.5825,"Camacho_2024"
2292846,-84.973611,30.656667,"Camacho_2024"
933130024,-84.959444,30.904444,"Camacho_2024"
2287175,-83.97932,30.1167,"Camacho_2024"
2287347,-83.8975,30.255,"Camacho_2024"
10319934,-84.04111,30.21305,"Camacho_2024"
2287373,-83.9912,30.3398,"Camacho_2024"
10316690,-83.9781,30.5288,"Camacho_2024"
1978658,-83.90644,30.06107,"Camacho_2024"
2287361,-83.96881,30.14761,"Camacho_2024"
1978638,-83.86598,30.14255,"Camacho_2024"
2287411,-83.81606,30.30657,"Camacho_2024"
2285003,-83.71612,30.59465,"Camacho_2024"
2230497,-83.171046,30.099101,"Camacho_2024"
2229745,-82.99736111,30.00605556,"Camacho_2024"
2232701,-82.89419444,29.84744444,"Camacho_2024"
2230499,-83.119701,30.039163,"Camacho_2024"
2230495,-83.13191,30.12874,"Camacho_2024"
1984346,-83.30828,29.84243,"Camacho_2024"
2230499,-83.12004,30.0393,"Camacho_2024"
16636512,-81.75388889,28.84472222,"Camacho_2024"
16636528,-81.84083333,28.86194444,"Camacho_2024"
16635750,-81.680846,28.689617,"Camacho_2024"
16635750,-81.678529,28.673126,"Camacho_2024"
16636578,-81.662564,28.654599,"Camacho_2024"
933080161,-81.66298333,28.5934,"Camacho_2024"
933080161,-81.676578,28.578773,"Camacho_2024"
16635750,-81.67121,28.68071,"Camacho_2024"
933080159,-81.6590585,28.544899,"Camacho_2024"
16636578,-81.69366,28.637254,"Camacho_2024"
16636578,-81.688033,28.637322,"Camacho_2024"
16636578,-81.675535,28.630625,"Camacho_2024"
16636578,-81.675695,28.622473,"Camacho_2024"
933080161,-81.676347,28.571703,"Camacho_2024"
933080159,-81.679963,28.56718,"Camacho_2024"
933080161,-81.657814,28.568919,"Camacho_2024"
16636528,-81.808422,28.833441,"Camacho_2024"
16636548,-81.887276,28.786823,"Camacho_2024"
16636490,-81.874865,28.901069,"Camacho_2024"
16636530,-81.747347,28.81249,"Camacho_2024"
933080190,-81.8239,28.5933,"Camacho_2024"
933080191,-81.856,28.5803,"Camacho_2024"
16636664,-81.782,28.5548,"Camacho_2024"
16636660,-81.7605,28.5543,"Camacho_2024"
16636014,-81.7711,28.5449,"Camacho_2024"
16636666,-81.775,28.5433,"Camacho_2024"
16636440,-81.7493,28.5047,"Camacho_2024"
16636660,-81.7731,28.5587,"Camacho_2024"
16636660,-81.76044444,28.56116667,"Camacho_2024"
16636440,-81.75091667,28.50769444,"Camacho_2024"
16636586,-81.90004,28.857269,"Camacho_2024"
16636528,-81.86873,28.814563,"Camacho_2024"
16636608,-81.766727,28.743382,"Camacho_2024"
16636608,-81.746315,28.710352,"Camacho_2024"
16636470,-81.806314,28.902874,"Camacho_2024"
16636470,-81.717002,28.936493,"Camacho_2024"
933080180,-81.617834,28.902617,"Camacho_2024"
933080177,-81.634743,29.012981,"Camacho_2024"
10988543,-81.508545,29.04603,"Camacho_2024"
933080159,-81.653507,28.542973,"Camacho_2024"
10989141,-81.52319,29.16534,"Camacho_2024"
10988925,-81.62738,29.17065,"Camacho_2024"
16850270,-82.03944444,26.695,"Camacho_2024"
16851976,-82.05777778,26.64,"Camacho_2024"
10247829,-81.96861111,26.61472222,"Camacho_2024"
10243393,-81.80138889,26.70972222,"Camacho_2024"
16754658,-81.85527778,26.58,"Camacho_2024"
10245639,-81.87555556,26.58194444,"Camacho_2024"
16767836,-81.75222222,26.55555556,"Camacho_2024"
16768768,-81.77527778,26.46638889,"Camacho_2024"
16767836,-81.84694444,26.47638889,"Camacho_2024"
10247841,-81.95222222,26.56083333,"Camacho_2024"
16763314,-81.80583333,26.33888889,"Camacho_2024"
16852102,-82.05263889,26.55152778,"Camacho_2024"
NA,-82.12588889,26.43586111,"Camacho_2024"
16768068,-81.7408,26.3461,"Camacho_2024"
16763342,-81.7622,26.3417,"Camacho_2024"
NA,-82.068825,26.73860833,"Camacho_2024"
16851930,-82.07186389,26.72403889,"Camacho_2024"
16850624,-82.05646944,26.66190278,"Camacho_2024"
16768068,-81.69072222,26.33936111,"Camacho_2024"
16768068,-81.74583333,26.33522222,"Camacho_2024"
16763076,-81.78033333,26.34244444,"Camacho_2024"
16768776,-81.81808333,26.33852778,"Camacho_2024"
10244447,-81.68702778,26.64952778,"Camacho_2024"
10243713,-81.56569444,26.59869444,"Camacho_2024"
NA,-81.83761111,26.35841667,"Camacho_2024"
16849826,-82.06127778,26.76130556,"Camacho_2024"
16767914,-81.84,26.43861111,"Camacho_2024"
10247723,-81.69276944,26.7211,"Camacho_2024"
10247741,-81.75331111,26.71153056,"Camacho_2024"
10247687,-81.64441944,26.72138056,"Camacho_2024"
10247691,-81.60608889,26.71276944,"Camacho_2024"
16763314,-81.81,26.33722222,"Camacho_2024"
10247049,-81.66333333,26.70861111,"Camacho_2024"
933120062,-84.336154,30.402363,"Camacho_2024"
933120062,-84.299589,30.43147,"Camacho_2024"
933120062,-84.323223,30.459515,"Camacho_2024"
933120062,-84.293546,30.446618,"Camacho_2024"
933120025,-84.18145,30.47495,"Camacho_2024"
933120023,-84.178025,30.436394,"Camacho_2024"
10363396,-84.2527,30.6181,"Camacho_2024"
10363386,-84.2026,30.6426,"Camacho_2024"
10365782,-84.5294,30.4394,"Camacho_2024"
10363524,-84.3134,30.5076,"Camacho_2024"
25900542,-83.9911,30.5622,"Camacho_2024"
10320758,-84.1508,30.2842,"Camacho_2024"
10363630,-84.2492,30.5184,"Camacho_2024"
10363484,-84.3275,30.5393,"Camacho_2024"
10320982,-84.299964,30.366466,"Camacho_2024"
10363686,-84.28777,30.57944,"Camacho_2024"
933120063,-84.30722,30.40027,"Camacho_2024"
933120062,-84.35833,30.43361,"Camacho_2024"
10365822,-84.61019,30.40723,"Camacho_2024"
10317480,-84.215833,30.533056,"Camacho_2024"
10320950,-84.298889,30.319444,"Camacho_2024"
10320230,-84.15197,30.28547,"Camacho_2024"
16944470,-82.669484,29.025424,"Camacho_2024"
16944488,-82.573884,29.033209,"Camacho_2024"
16944470,-82.712745,29.030803,"Camacho_2024"
NA,-83.044984,29.13523,"Camacho_2024"
NA,-83.034599,29.139727,"Camacho_2024"
2235919,-83.02577778,29.39653333,"Camacho_2024"
2232715,-82.97051667,29.51796389,"Camacho_2024"
3340288,-82.73551667,29.35365278,"Camacho_2024"
933110050,-82.97713889,29.48944444,"Camacho_2024"
3339996,-82.76287,29.21498,"Camacho_2024"
2296208,-84.986563,30.440196,"Camacho_2024"
2297288,-85.03969,30.30785,"Camacho_2024"
10365936,-84.67158,30.12876,"Camacho_2024"
166758629,-83.243931,30.480527,"Camacho_2024"
166758629,-83.2442,30.4804,"Camacho_2024"
166758628,-83.18015,30.41006667,"Camacho_2024"
2067392,-83.41923333,30.62163056,"Camacho_2024"
-415327,-83.42341667,30.47408333,"Camacho_2024"
NA,-82.6997,27.4664,"Camacho_2024"
16877070,-82.5805,27.4844,"Camacho_2024"
16863519,-82.5814,27.4473,"Camacho_2024"
16863327,-82.6125,27.4737,"Camacho_2024"
16863591,-82.5474,27.4249,"Camacho_2024"
16878432,-82.4859,27.4448,"Camacho_2024"
16875268,-82.3602,27.5107,"Camacho_2024"
16875644,-82.4302,27.5247,"Camacho_2024"
16918890,-82.5622,27.5804,"Camacho_2024"
16865475,-82.65665,27.4967,"Camacho_2024"
16865577,-82.6706,27.4599,"Camacho_2024"
16865597,-82.6485,27.4456,"Camacho_2024"
16865721,-82.5748,27.4148,"Camacho_2024"
16878442,-82.48132778,27.43175833,"Camacho_2024"
16878368,-82.34131667,27.48118333,"Camacho_2024"
16878374,-82.52375,27.49715,"Camacho_2024"
16878442,-82.48166667,27.43248333,"Camacho_2024"
16875704,-82.56171667,27.50023333,"Camacho_2024"
16865481,-82.66961667,27.49601667,"Camacho_2024"
NA,-82.587218,27.574765,"Camacho_2024"
16919362,-82.55194444,27.60138889,"Camacho_2024"
16919362,-82.55166667,27.60083333,"Camacho_2024"
16918326,-82.55361111,27.59,"Camacho_2024"
16838830,-82.1488,27.3664,"Camacho_2024"
16838846,-82.2484,27.3211,"Camacho_2024"
16878350,-82.3023585,27.4764734,"Camacho_2024"
16944518,-82.43697,29.061107,"Camacho_2024"
16944526,-82.435844,29.098602,"Camacho_2024"
16944484,-82.464971,29.046238,"Camacho_2024"
16636460,-81.8375,28.98888889,"Camacho_2024"
16629114,-81.984307,29.216103,"Camacho_2024"
16630398,-82.054921,29.213432,"Camacho_2024"
16944524,-82.351988,29.104852,"Camacho_2024"
16944524,-82.430484,29.086234,"Camacho_2024"
16944516,-82.446808,29.049392,"Camacho_2024"
16628572,-81.993333,29.215,"Camacho_2024"
16629118,-81.992664,29.183532,"Camacho_2024"
16628636,-81.880919,29.078888,"Camacho_2024"
933080194,-81.834328,29.178477,"Camacho_2024"
16629290,-81.901066,29.371106,"Camacho_2024"
933080262,-81.908848,29.225744,"Camacho_2024"
16628602,-81.849089,29.138874,"Camacho_2024"
933080198,-82.055882,29.379037,"Camacho_2024"
16629082,-81.966806,29.362477,"Camacho_2024"
16628534,-81.926587,29.289674,"Camacho_2024"
16629240,-81.902104,29.374307,"Camacho_2024"
16624830,-81.91669,29.504921,"Camacho_2024"
16629144,-81.96305556,29.01666667,"Camacho_2024"
16630390,-82.212416,29.447713,"Camacho_2024"
16629144,-81.970227,29.018514,"Camacho_2024"
16629144,-81.928706,29.040407,"Camacho_2024"
-414980,-82.382,29.368,"Camacho_2024"
10988451,-81.71241944,29.18383889,"Camacho_2024"
10989029,-81.7301,29.3498,"Camacho_2024"
10989409,-81.64341,29.24636,"Camacho_2024"
68166,-80.141549,26.976504,"Camacho_2024"
53926,-80.124902,27.065983,"Camacho_2024"
54182,-80.16567,27.100367,"Camacho_2024"
53818,-80.141375,27.101386,"Camacho_2024"
54334,-80.19505,27.149255,"Camacho_2024"
54334,-80.190694,27.147015,"Camacho_2024"
54318,-80.206428,27.182738,"Camacho_2024"
45478,-80.371918,27.205997,"Camacho_2024"
68166,-80.13174736,26.97657343,"Camacho_2024"
149106,-80.19379699,27.16426408,"Camacho_2024"
54332,-80.25717122,27.16183848,"Camacho_2024"
16742573,-80.620068,26.984403,"Camacho_2024"
54392,-80.287055,27.108727,"Camacho_2024"
53784,-80.2562,27.1116,"Camacho_2024"
54502,-80.2701,27.1876,"Camacho_2024"
149106,-80.194,27.1624,"Camacho_2024"
54370,-80.2824,27.1137,"Camacho_2024"
54396,-80.44281,27.0184,"Camacho_2024"
16742581,-80.828361,26.97541,"Camacho_2024"
16741017,-80.783074,27.02633,"Camacho_2024"
16741019,-80.793429,27.00136,"Camacho_2024"
16742581,-80.794445,26.97425,"Camacho_2024"
933090013,-80.753815,27.05958,"Camacho_2024"
16741019,-80.762127,27.00118,"Camacho_2024"
16742579,-80.760667,26.97157,"Camacho_2024"
16741019,-80.728731,27.00543,"Camacho_2024"
16742575,-80.728423,26.97178,"Camacho_2024"
933090013,-80.695258,27.03482,"Camacho_2024"
933090013,-80.666815,27.09079,"Camacho_2024"
933090013,-80.662051,27.0687,"Camacho_2024"
933090013,-80.658638,27.03829,"Camacho_2024"
16742575,-80.662631,26.97479,"Camacho_2024"
16742573,-80.6302,27.0052,"Camacho_2024"
16742573,-80.628777,26.97243,"Camacho_2024"
NA,-80.22841,27.32175,"Camacho_2024"
83362,-80.3283,25.6154,"Camacho_2024"
83974,-80.2806,25.6421,"Camacho_2024"
83972,-80.284,25.6699,"Camacho_2024"
84156,-80.3288,25.5406,"Camacho_2024"
83454,-80.4055147,25.6002136,"Camacho_2024"
83454,-80.4197858,25.604103,"Camacho_2024"
83454,-80.4220301,25.6193223,"Camacho_2024"
83454,-80.44721,25.637843,"Camacho_2024"
83454,-80.4487087,25.6595057,"Camacho_2024"
83454,-80.4385334,25.6731526,"Camacho_2024"
83274,-80.4255327,25.6753778,"Camacho_2024"
83386,-80.4063626,25.6390049,"Camacho_2024"
83386,-80.4070848,25.6404872,"Camacho_2024"
31280963,-80.4076762,25.6874004,"Camacho_2024"
90466,-80.71194444,25.20222222,"Camacho_2024"
84360,-80.24611111,25.96416667,"Camacho_2024"
84204,-80.25222222,25.91527778,"Camacho_2024"
84204,-80.29861111,25.92055556,"Camacho_2024"
84178,-80.13055556,25.91361111,"Camacho_2024"
84204,-80.18555556,25.87916667,"Camacho_2024"
83082,-80.32666667,25.78888889,"Camacho_2024"
83064,-80.30861111,25.77138889,"Camacho_2024"
31280931,-80.28083333,25.78527778,"Camacho_2024"
84150,-80.21638889,25.78388889,"Camacho_2024"
83082,-80.38611111,25.80027778,"Camacho_2024"
83900,-80.28138889,25.82277778,"Camacho_2024"
82932,-80.23,25.88222222,"Camacho_2024"
83204,-80.27222222,25.72694444,"Camacho_2024"
83218,-80.38111111,25.70472222,"Camacho_2024"
90516,-80.4625,25.49916667,"Camacho_2024"
83732,-80.43611111,25.47444444,"Camacho_2024"
90536,-80.54222222,25.48138889,"Camacho_2024"
84156,-80.32972222,25.53861111,"Camacho_2024"
83572,-80.34777778,25.54833333,"Camacho_2024"
83572,-80.35055556,25.56416667,"Camacho_2024"
83568,-80.32805556,25.56777778,"Camacho_2024"
83454,-80.37111111,25.57,"Camacho_2024"
83572,-80.34277778,25.55944444,"Camacho_2024"
83596,-80.34363889,25.53711111,"Camacho_2024"
83574,-80.33088889,25.54311111,"Camacho_2024"
83572,-80.33158333,25.55219444,"Camacho_2024"
83732,-80.41252778,25.47352778,"Camacho_2024"
83732,-80.37936111,25.47038889,"Camacho_2024"
90516,-80.34705556,25.46263889,"Camacho_2024"
90536,-80.40388889,25.44811111,"Camacho_2024"
90536,-80.43086111,25.44752778,"Camacho_2024"
84204,-80.306739,25.921662,"Camacho_2024"
83900,-80.357118,25.842945,"Camacho_2024"
84360,-80.300142,25.947179,"Camacho_2024"
89748,-80.5109,25.7791,"Camacho_2024"
89748,-80.5051,25.791,"Camacho_2024"
89748,-80.5052,25.7976,"Camacho_2024"
89748,-80.4974,25.8055,"Camacho_2024"
89748,-80.4978,25.8119,"Camacho_2024"
89748,-80.5012,25.8204,"Camacho_2024"
89748,-80.5038,25.8325,"Camacho_2024"
89748,-80.5123,25.8222,"Camacho_2024"
16770632,-80.85886111,25.76063889,"Camacho_2024"
89748,-80.81913889,25.76211111,"Camacho_2024"
89748,-80.72747222,25.76233333,"Camacho_2024"
89748,-80.67386111,25.76355556,"Camacho_2024"
89748,-80.56152778,25.76077778,"Camacho_2024"
89748,-80.50247222,25.762,"Camacho_2024"
89748,-80.57547222,25.61747222,"Camacho_2024"
90470,-80.85036111,25.21461111,"Camacho_2024"
90466,-80.79783333,25.25347222,"Camacho_2024"
90466,-80.57230556,25.39811111,"Camacho_2024"
90466,-80.60911111,25.38208333,"Camacho_2024"
89880,-80.44427778,25.28941667,"Camacho_2024"
83732,-80.42527,25.51388,"Camacho_2024"
83732,-80.39916,25.51666,"Camacho_2024"
83648,-80.49722,25.63777,"Camacho_2024"
83362,-80.37611,25.64222,"Camacho_2024"
83342,-80.40277,25.66583,"Camacho_2024"
83242,-80.34666,25.68916,"Camacho_2024"
83208,-80.26027,25.70555,"Camacho_2024"
83950,-80.28694,25.73861,"Camacho_2024"
83082,-80.32638,25.72,"Camacho_2024"
83082,-80.36347,25.76946,"Camacho_2024"
82974,-80.2075,25.85388,"Camacho_2024"
84186,-80.12583,25.90222,"Camacho_2024"
84360,-80.15116,25.92936,"Camacho_2024"
84198,-80.16288,25.90517,"Camacho_2024"
84134,-80.24232,25.87165,"Camacho_2024"
82974,-80.18867,25.85025,"Camacho_2024"
84204,-80.22359,25.91624,"Camacho_2024"
84204,-80.17337,25.87159,"Camacho_2024"
NA,-80.16926,25.70026,"Camacho_2024"
NA,-80.16253,25.7316,"Camacho_2024"
NA,-80.23281,25.73089,"Camacho_2024"
84150,-80.20029,25.77156,"Camacho_2024"
NA,-80.12761,25.8603,"Camacho_2024"
NA,-81.81138889,24.55027778,"Camacho_2024"
NA,-81.80833333,24.55833333,"Camacho_2024"
NA,-81.78833333,24.54638889,"Camacho_2024"
NA,-81.77138889,24.55972222,"Camacho_2024"
NA,-81.73472222,24.55972222,"Camacho_2024"
NA,-81.7125,24.57861111,"Camacho_2024"
NA,-81.65472222,24.58,"Camacho_2024"
NA,-81.56527778,24.64638889,"Camacho_2024"
NA,-81.49972222,24.68055556,"Camacho_2024"
NA,-81.51305556,24.66305556,"Camacho_2024"
NA,-81.45194444,24.66111111,"Camacho_2024"
NA,-81.08722222,24.69194444,"Camacho_2024"
NA,-81.07527778,24.7125,"Camacho_2024"
NA,-81.07666667,24.71416667,"Camacho_2024"
NA,-81.05916667,24.725,"Camacho_2024"
NA,-80.64277778,24.91305556,"Camacho_2024"
16746751,-80.58583333,24.96055556,"Camacho_2024"
16746789,-80.54166667,24.99333333,"Camacho_2024"
16745673,-80.48805556,25.045,"Camacho_2024"
16749441,-81.40102778,24.72408333,"Camacho_2024"
NA,-81.0631,24.721,"Camacho_2024"
NA,-81.0444,24.7242,"Camacho_2024"
NA,-81.0152,24.7301,"Camacho_2024"
NA,-81.0836,24.7086,"Camacho_2024"
16770632,-81.09980556,25.78847222,"Camacho_2024"
16770632,-81.03891667,25.76022222,"Camacho_2024"
16770632,-80.92563889,25.75508333,"Camacho_2024"
NA,-81.56738056,24.64545,"Camacho_2024"
NA,-81.44261389,24.65666111,"Camacho_2024"
16745759,-80.48940556,25.04979167,"Camacho_2024"
16749417,-81.38043611,24.70593889,"Camacho_2024"
16749417,-81.38405,24.699075,"Camacho_2024"
16751411,-80.53035278,25.002925,"Camacho_2024"
