"COMID","Longitude","Latitude","dataset_source"
16664797,-81.724136,29.693549,"Camacho_2024"
16665363,-81.628628,29.645586,"Camacho_2024"
933080019,-82.05068889,29.57001333,"Camacho_2024"
16624808,-81.877835,29.525679,"Camacho_2024"
16624840,-81.804176,29.508214,"Camacho_2024"
16624766,-82.010555,29.608443,"Camacho_2024"
933080204,-82.040076,29.665976,"Camacho_2024"
16629076,-81.738994,29.475684,"Camacho_2024"
16624794,-81.836418,29.542626,"Camacho_2024"
933080024,-82.046218,29.599497,"Camacho_2024"
16664655,-81.84561111,29.80230556,"Camacho_2024"
16665091,-81.63007,29.69099,"Camacho_2024"
16665187,-81.67826,29.50823,"Camacho_2024"
16668029,-81.67521,29.47943,"Camacho_2024"
10989015,-81.66504,29.43215,"Camacho_2024"
16664279,-81.59114,29.5012,"Camacho_2024"
16629194,-81.50638,29.42853,"Camacho_2024"
801341,-87.094141,30.472223,"Camacho_2024"
800365,-87.19331801,30.56138233,"Camacho_2024"
793986,-87.03581429,30.62390104,"Camacho_2024"
801355,-87.048288,30.398143,"Camacho_2024"
800315,-87.092856,30.523838,"Camacho_2024"
793992,-87.029006,30.602215,"Camacho_2024"
793996,-87.028945,30.59637,"Camacho_2024"
791508,-86.983968,30.847055,"Camacho_2024"
792078,-86.852473,30.860885,"Camacho_2024"
793986,-87.03277778,30.61838889,"Camacho_2024"
800221,-87.10636111,30.54886111,"Camacho_2024"
448560,-87.26511111,30.67061111,"Camacho_2024"
793982,-87.03338889,30.62733333,"Camacho_2024"
447958,-87.23438889,30.60127778,"Camacho_2024"
897975,-86.83333333,30.62069444,"Camacho_2024"
801355,-87.00244444,30.4085,"Camacho_2024"
793992,-87.030106,30.603075,"Camacho_2024"
793842,-87.09446,30.95198,"Camacho_2024"
792164,-86.832409,30.86206,"Camacho_2024"
791818,-86.960944,30.674612,"Camacho_2024"
799171,-86.997161,30.584435,"Camacho_2024"
793970,-87.020374,30.634502,"Camacho_2024"
793492,-87.04571,30.710615,"Camacho_2024"
793858,-87.005621,30.660538,"Camacho_2024"
16839180,-82.27527778,27.01972222,"Camacho_2024"
16864675,-82.437301,27.118552,"Camacho_2024"
16864459,-82.470069,27.171158,"Camacho_2024"
NA,-82.54573,27.27946,"Camacho_2024"
NA,-82.54272,27.27038,"Camacho_2024"
NA,-82.53196,27.2547,"Camacho_2024"
NA,-82.52801,27.25089,"Camacho_2024"
NA,-82.51845,27.24116,"Camacho_2024"
NA,-82.49282,27.1812,"Camacho_2024"
NA,-82.49121,27.17459,"Camacho_2024"
NA,-82.48224,27.16011,"Camacho_2024"
NA,-82.47383,27.14879,"Camacho_2024"
NA,-82.47017,27.14008,"Camacho_2024"
NA,-82.46935,27.12788,"Camacho_2024"
NA,-82.4634,27.12,"Camacho_2024"
NA,-82.4502,27.1232,"Camacho_2024"
NA,-82.4584,27.1079,"Camacho_2024"
NA,-82.4563,27.1103,"Camacho_2024"
16865889,-82.4301,27.0748,"Camacho_2024"
NA,-82.42608,27.03506,"Camacho_2024"
NA,-82.41381,27.01602,"Camacho_2024"
NA,-82.403,27.00063,"Camacho_2024"
NA,-82.3873,26.97569,"Camacho_2024"
NA,-82.37008,26.95236,"Camacho_2024"
NA,-82.56161,27.3477,"Camacho_2024"
NA,-82.54475,27.32566,"Camacho_2024"
16863989,-82.514,27.3042,"Camacho_2024"
NA,-82.5557,27.2759,"Camacho_2024"
16865807,-82.5308,27.2541,"Camacho_2024"
16865841,-82.4933,27.1793,"Camacho_2024"
27085175,-82.4553,27.1392,"Camacho_2024"
16864553,-82.4362,27.137,"Camacho_2024"
16864665,-82.4326,27.1176,"Camacho_2024"
NA,-82.409649,27.010592,"Camacho_2024"
16863879,-82.44159167,27.33439722,"Camacho_2024"
166758449,-82.41789167,27.36463056,"Camacho_2024"
16878316,-82.45249167,27.37486944,"Camacho_2024"
27085131,-82.53918889,27.38802222,"Camacho_2024"
16865399,-82.53277778,27.27194444,"Camacho_2024"
16864189,-82.49972222,27.27666667,"Camacho_2024"
16865295,-82.50416667,27.32055556,"Camacho_2024"
16865879,-82.44944444,27.11722222,"Camacho_2024"
16864665,-82.43361111,27.1175,"Camacho_2024"
16838908,-82.31119722,27.23473333,"Camacho_2024"
16865323,-82.38611111,27.2495,"Camacho_2024"
16865333,-82.45684167,27.15804444,"Camacho_2024"
16837686,-82.35083333,27.12305556,"Camacho_2024"
16838908,-82.31416667,27.24111111,"Camacho_2024"
16837240,-82.22361111,27.30166667,"Camacho_2024"
16867949,-82.38883333,26.99791667,"Camacho_2024"
16839150,-82.293525,27.04505278,"Camacho_2024"
16837958,-82.21241667,27.07676111,"Camacho_2024"
16837668,-82.14920278,27.11981667,"Camacho_2024"
16839088,-82.28823333,27.26566111,"Camacho_2024"
16865421,-82.43430556,27.13269444,"Camacho_2024"
NA,-82.4445,27.10344444,"Camacho_2024"
NA,-82.46427778,27.11380556,"Camacho_2024"
NA,-82.46905556,27.11366667,"Camacho_2024"
16864549,-82.43433333,27.14058333,"Camacho_2024"
16865887,-82.44138889,27.10194444,"Camacho_2024"
16864835,-82.41180556,27.07319444,"Camacho_2024"
16837638,-82.36111111,27.13822222,"Camacho_2024"
16864527,-82.42236111,27.15916667,"Camacho_2024"
16864835,-82.39741667,27.05727778,"Camacho_2024"
16865891,-82.43758333,27.05186111,"Camacho_2024"
16837210,-82.2537,27.3012,"Camacho_2024"
16838908,-82.3138,27.2412,"Camacho_2024"
16837792,-82.3331,27.1011,"Camacho_2024"
16839164,-82.25,27.033,"Camacho_2024"
16839148,-82.2939,27.0455,"Camacho_2024"
16865295,-82.504311,27.319307,"Camacho_2024"
16863879,-82.441116,27.325806,"Camacho_2024"
16863879,-82.4392128,27.325827,"Camacho_2024"
10997271,-81.383956,28.666402,"Camacho_2024"
10996601,-81.426463,28.641477,"Camacho_2024"
10997905,-81.03555556,28.71472222,"Camacho_2024"
10997585,-81.18055556,28.78611111,"Camacho_2024"
11033091,-81.32777778,28.83583333,"Camacho_2024"
10997521,-81.268453,28.814972,"Camacho_2024"
10997569,-81.412446,28.828896,"Camacho_2024"
10997649,-81.263841,28.726816,"Camacho_2024"
10997269,-81.4197,28.6981,"Camacho_2024"
10996339,-81.444185,28.713831,"Camacho_2024"
10996339,-81.459599,28.688462,"Camacho_2024"
10996481,-81.410712,28.665858,"Camacho_2024"
10997713,-81.400845,28.652228,"Camacho_2024"
11033091,-81.32308333,28.83670556,"Camacho_2024"
10997649,-81.2577,28.7228,"Camacho_2024"
10997523,-81.058611,28.793056,"Camacho_2024"
10996421,-81.11416,28.67777,"Camacho_2024"
10997711,-81.12138,28.63277,"Camacho_2024"
16681309,-81.3821,30.2435,"Camacho_2024"
16681287,-81.3604,30.1609,"Camacho_2024"
16681283,-81.328,30.0227,"Camacho_2024"
16684023,-81.3143,29.9906,"Camacho_2024"
16683613,-81.3123,29.9542,"Camacho_2024"
16683613,-81.3086,29.9431,"Camacho_2024"
16684345,-81.2985,29.9167,"Camacho_2024"
16674189,-81.6557,30.1039,"Camacho_2024"
16682069,-81.364607,29.990381,"Camacho_2024"
16683259,-81.34961,29.972612,"Camacho_2024"
16683265,-81.332811,29.950323,"Camacho_2024"
16683279,-81.36208,29.936971,"Camacho_2024"
16683279,-81.360854,29.920715,"Camacho_2024"
16683279,-81.341769,29.929309,"Camacho_2024"
16683731,-81.331171,29.913714,"Camacho_2024"
16684179,-81.323878,29.930445,"Camacho_2024"
16684345,-81.307963,29.917704,"Camacho_2024"
16684253,-81.316457,29.904839,"Camacho_2024"
16683715,-81.295731,29.910962,"Camacho_2024"
16683769,-81.332395,29.889613,"Camacho_2024"
16683769,-81.32209,29.886279,"Camacho_2024"
16684015,-81.310083,29.883397,"Camacho_2024"
16683743,-81.309886,29.892043,"Camacho_2024"
16683737,-81.285352,29.886192,"Camacho_2024"
16660511,-81.668344,30.05167,"Camacho_2024"
16665013,-81.566003,29.985239,"Camacho_2024"
16664745,-81.51805556,29.64444444,"Camacho_2024"
16684255,-81.31222778,29.85533056,"Camacho_2024"
16684045,-81.29779167,29.86987778,"Camacho_2024"
16683737,-81.27563056,29.87203333,"Camacho_2024"
16682407,-81.31337,29.855619,"Camacho_2024"
16682415,-81.278901,29.844466,"Camacho_2024"
16683799,-81.3139,29.829101,"Camacho_2024"
16683811,-81.316168,29.821785,"Camacho_2024"
16683317,-81.334853,29.816995,"Camacho_2024"
16683319,-81.27509,29.815618,"Camacho_2024"
16683819,-81.26783,29.787707,"Camacho_2024"
16682447,-81.316593,29.775946,"Camacho_2024"
16683825,-81.249454,29.753425,"Camacho_2024"
16684031,-81.244318,29.745418,"Camacho_2024"
16681231,-81.39833333,30.11527778,"Camacho_2024"
16681229,-81.38611111,30.13277778,"Camacho_2024"
16681291,-81.41,30.21027778,"Camacho_2024"
16681253,-81.34786111,30.10013889,"Camacho_2024"
16660559,-81.6405,30.0201,"Camacho_2024"
16674189,-81.6473,30.0836,"Camacho_2024"
16660483,-81.6552,30.0806,"Camacho_2024"
16660567,-81.6146,30.0065,"Camacho_2024"
16684243,-81.29868,29.912915,"Camacho_2024"
16683857,-81.242598,29.717835,"Camacho_2024"
16683791,-81.30402778,29.83313889,"Camacho_2024"
16683327,-81.25813889,29.76861111,"Camacho_2024"
16683863,-81.23291667,29.71161111,"Camacho_2024"
16683815,-81.28105556,29.81108333,"Camacho_2024"
16682585,-81.26836111,29.66261111,"Camacho_2024"
16682399,-81.39366667,29.87719444,"Camacho_2024"
16683345,-81.27906944,29.68442222,"Camacho_2024"
16683773,-81.31066944,29.86236389,"Camacho_2024"
16681261,-81.371244,30.065879,"Camacho_2024"
16665051,-81.53138,29.79,"Camacho_2024"
16665469,-81.55333,29.82333,"Camacho_2024"
16663809,-81.48444,29.72361,"Camacho_2024"
NA,-80.29235083,27.47018,"Camacho_2024"
20122598,-80.33139583,27.46630889,"Camacho_2024"
20122594,-80.334751,27.486349,"Camacho_2024"
NA,-80.302977,27.49512,"Camacho_2024"
20120830,-80.3485,27.488814,"Camacho_2024"
20120830,-80.373232,27.481789,"Camacho_2024"
20120830,-80.349412,27.476393,"Camacho_2024"
26790,-80.390238,27.470258,"Camacho_2024"
32804,-80.35158,27.395748,"Camacho_2024"
53144,-80.342213,27.374298,"Camacho_2024"
53178,-80.366324,27.352347,"Camacho_2024"
40078,-80.322508,27.304292,"Camacho_2024"
933090016,-80.371918,27.265745,"Camacho_2024"
53358,-80.316682,27.24909,"Camacho_2024"
20122610,-80.31957,27.43746,"Camacho_2024"
NA,-80.27706,27.41934,"Camacho_2024"
32614,-80.37554,27.39885,"Camacho_2024"
38584,-80.33271,27.32332,"Camacho_2024"
933090016,-80.54622,27.33807,"Camacho_2024"
54476,-80.315417,27.244333,"Camacho_2024"
32298,-80.39948,27.40323,"Camacho_2024"
16949812,-82.144496,28.817103,"Camacho_2024"
16949806,-82.21444444,28.85222222,"Camacho_2024"
16949882,-82.24194444,28.72333333,"Camacho_2024"
16949962,-82.2212,28.5934,"Camacho_2024"
166758528,-82.1121,28.7637,"Camacho_2024"
166758528,-82.1197,28.7926,"Camacho_2024"
16949820,-82.1516,28.8015,"Camacho_2024"
16949306,-82.003853,28.906641,"Camacho_2024"
16949630,-81.978173,28.828286,"Camacho_2024"
16949630,-82.006428,28.83242,"Camacho_2024"
16949630,-81.991933,28.831601,"Camacho_2024"
2161390,-82.76188889,29.98413889,"Camacho_2024"
2161766,-82.762187,29.965422,"Camacho_2024"
2232693,-82.92848333,29.95382778,"Camacho_2024"
2229745,-82.99641944,30.00725278,"Camacho_2024"
2230475,-83.18956111,30.35306389,"Camacho_2024"
166743979,-82.93445,30.39453889,"Camacho_2024"
2000038,-82.962984,30.414804,"Camacho_2024"
2161876,-82.86027778,29.91211111,"Camacho_2024"
2230489,-83.24897,30.24479,"Camacho_2024"
1978498,-83.77932,30.00948,"Camacho_2024"
1984856,-83.67058,29.92071,"Camacho_2024"
1984438,-83.58015,29.95813,"Camacho_2024"
1978426,-83.58875,30.05931,"Camacho_2024"
1978648,-83.47202,30.09834,"Camacho_2024"
1978394,-83.66422,30.08404,"Camacho_2024"
1978312,-83.6825,30.28705,"Camacho_2024"
2157168,-82.16105556,30.10358333,"Camacho_2024"
2156984,-82.20316667,30.07055556,"Camacho_2024"
2157178,-82.22888889,30.06761111,"Camacho_2024"
2157042,-82.30252778,30.04666667,"Camacho_2024"
2157044,-82.33058333,30.01836111,"Camacho_2024"
2157044,-82.33980556,30.02686111,"Camacho_2024"
2161874,-82.42655556,29.92208333,"Camacho_2024"
933070053,-82.39768,30.11702,"Camacho_2024"
2157166,-82.29368,30.11815,"Camacho_2024"
10989141,-81.52166667,29.1675,"Camacho_2024"
10997477,-81.310334,28.862891,"Camacho_2024"
10997585,-81.180426,28.786114,"Camacho_2024"
16687189,-81.12805556,29.27388889,"Camacho_2024"
16686557,-81.08777778,29.26722222,"Camacho_2024"
16687289,-81.09388889,29.30472222,"Camacho_2024"
16687279,-81.08722222,29.34222222,"Camacho_2024"
NA,-81.04638889,29.30777778,"Camacho_2024"
16687209,-81.10972222,29.21722222,"Camacho_2024"
16687193,-81.12805556,29.25694444,"Camacho_2024"
16687319,-81.11222222,29.26638889,"Camacho_2024"
16687209,-81.08472222,29.185,"Camacho_2024"
16687299,-81.04694444,29.1825,"Camacho_2024"
16667977,-81.1625,29.16611111,"Camacho_2024"
16687313,-81.00527778,29.22333333,"Camacho_2024"
16687329,-81.02333333,29.23,"Camacho_2024"
16707083,-80.90833333,29.0375,"Camacho_2024"
16707087,-80.90388889,29.02944444,"Camacho_2024"
16684601,-80.94194444,29.04638889,"Camacho_2024"
16684695,-80.96055556,29.05111111,"Camacho_2024"
16684687,-80.97388889,29.09333333,"Camacho_2024"
16684733,-80.97444444,29.15194444,"Camacho_2024"
16684735,-81.00277778,29.15805556,"Camacho_2024"
16686671,-81.05722222,29.16305556,"Camacho_2024"
16687253,-81.02555556,29.085,"Camacho_2024"
16687253,-81.03444444,29.10861111,"Camacho_2024"
16687209,-81.0525,29.13638889,"Camacho_2024"
10989245,-81.38261389,29.010425,"Camacho_2024"
16668047,-81.27215,29.03259167,"Camacho_2024"
10997173,-81.19177778,28.92305,"Camacho_2024"
10997469,-81.25287222,28.86226111,"Camacho_2024"
10989147,-81.36336667,29.13415833,"Camacho_2024"
16684707,-80.937778,29.064444,"Camacho_2024"
16684693,-80.967222,29.081111,"Camacho_2024"
16684633,-80.96027,29.02249,"Camacho_2024"
NA,-80.88972,29.03361,"Camacho_2024"
16697809,-80.90305,28.99333,"Camacho_2024"
16684597,-80.94666,29.03166,"Camacho_2024"
16696391,-80.92138,29.0275,"Camacho_2024"
16684701,-80.94166,29.10638,"Camacho_2024"
10997157,-81.0952,28.93734,"Camacho_2024"
933080202,-81.300396,29.167781,"Camacho_2024"
16696389,-80.89385,29.03597,"Camacho_2024"
10997397,-81.34388,28.94638,"Camacho_2024"
10997439,-81.355,28.89,"Camacho_2024"
10997173,-81.16888,28.8725,"Camacho_2024"
10997173,-81.22472,28.89888,"Camacho_2024"
10997537,-81.13833,28.79027,"Camacho_2024"
10997879,-81.131389,28.808056,"Camacho_2024"
16697997,-80.829444,28.934444,"Camacho_2024"
16697811,-80.869722,28.988889,"Camacho_2024"
16696417,-80.887222,29.003333,"Camacho_2024"
16687271,-81.10028,29.40845,"Camacho_2024"
16687287,-81.07531,29.35245,"Camacho_2024"
10989059,-81.54506,29.27242,"Camacho_2024"
10320316,-84.245293,30.175845,"Camacho_2024"
10369388,-84.501722,29.987948,"Camacho_2024"
NA,-84.2616,30.1047,"Camacho_2024"
10319942,-84.145,30.1298,"Camacho_2024"
10320318,-84.2048,30.154,"Camacho_2024"
10320316,-84.2616,30.2134,"Camacho_2024"
10365970,-84.49966667,30.05088889,"Camacho_2024"
10366060,-84.47169444,30.00466667,"Camacho_2024"
10365698,-84.50986111,30.09244444,"Camacho_2024"
10365914,-84.68169444,30.21455556,"Camacho_2024"
10319908,-84.270556,30.239444,"Camacho_2024"
10323852,-84.17771,30.19923,"Camacho_2024"
10320306,-84.30284,30.23545,"Camacho_2024"
10320306,-84.30224,30.23424,"Camacho_2024"
10320242,-84.30527,30.22861,"Camacho_2024"
10320242,-84.30416,30.2325,"Camacho_2024"
10320306,-84.30222,30.23361,"Camacho_2024"
10320306,-84.30222,30.23416,"Camacho_2024"
478531,-86.136631,30.486274,"Camacho_2024"
477007,-86.186517,30.512616,"Camacho_2024"
478845,-86.27925,30.39808333,"Camacho_2024"
478837,-86.22794444,30.41894444,"Camacho_2024"
478871,-86.11508333,30.37263889,"Camacho_2024"
478313,-86.13963889,30.49227778,"Camacho_2024"
898317,-86.31675,30.99553,"Camacho_2024"
478875,-86.37868,30.391239,"Camacho_2024"
478889,-86.291401,30.367953,"Camacho_2024"
2248023,-86.036618,30.404203,"Camacho_2024"
2240641,-85.55301,30.74219,"Camacho_2024"
2240673,-85.53119,30.7272,"Camacho_2024"
2179737,-85.69793,30.45375,"Camacho_2024"
2244465,-85.898874,30.451065,"Camacho_2024"
2241015,-85.86225,30.538231,"Camacho_2024"
2241871,-85.765401,30.605275,"Camacho_2024"
-450549,-85.550577,30.498553,"Camacho_2024"
-450549,-85.567936,30.553506,"Camacho_2024"
23398857,-116.234961,43.629129,"Sims_2025"
23398853,-116.243208,43.636746,"Sims_2025"
23398859,-116.23483,43.626037,"Sims_2025"
23398851,-116.246988,43.640575,"Sims_2025"
23398847,-116.257507,43.646804,"Sims_2025"
23398847,-116.258516,43.646929,"Sims_2025"
23398843,-116.261996,43.649035,"Sims_2025"
23398843,-116.261911,43.649907,"Sims_2025"
23398839,-116.26433,43.651893,"Sims_2025"
23398851,-116.248141,43.640662,"Sims_2025"
11432309,-119.706017,39.158074,"Sims_2025"
11432309,-119.705723,39.164089,"Sims_2025"
11432975,-119.706784,39.170791,"Sims_2025"
11432975,-119.706533,39.171582,"Sims_2025"
11432249,-119.707945,39.18,"Sims_2025"
11432249,-119.708987,39.180299,"Sims_2025"
11432245,-119.705179,39.182342,"Sims_2025"
11432263,-119.694569,39.181294,"Sims_2025"
11432263,-119.687564,39.181082,"Sims_2025"
11432263,-119.688065,39.177443,"Sims_2025"
22937952,-114.0223343,46.8764824,"Sims_2025"
22937952,-114.0279542,46.8811312,"Sims_2025"
22937952,-114.0311578,46.8823064,"Sims_2025"
22937952,-114.040298,46.8785985,"Sims_2025"
22937950,-114.0405961,46.8780312,"Sims_2025"
22937950,-114.0414339,46.8771459,"Sims_2025"
22937948,-114.0440984,46.8742886,"Sims_2025"
22937946,-114.0456364,46.8734371,"Sims_2025"
22937944,-114.0489875,46.8710961,"Sims_2025"
22937944,-114.0508962,46.8714412,"Sims_2025"
3179654,-108.644411,39.101269,"Sims_2025"
3179654,-108.651128,39.099797,"Sims_2025"
3179638,-108.657561,39.107097,"Sims_2025"
3179638,-108.661281,39.109231,"Sims_2025"
3179624,-108.664744,39.113722,"Sims_2025"
3185972,-108.673169,39.118089,"Sims_2025"
3185972,-108.679653,39.122936,"Sims_2025"
3185976,-108.689497,39.124342,"Sims_2025"
3185974,-108.694044,39.116475,"Sims_2025"
3179600,-108.706103,39.123917,"Sims_2025"
21435315,-114.707619,35.707669,"Sims_2025"
21435315,-114.707511,35.707897,"Sims_2025"
21435315,-114.707108,35.708469,"Sims_2025"
21435311,-114.708644,35.710733,"Sims_2025"
21435311,-114.707814,35.711231,"Sims_2025"
25138510,-114.311975,36.039472,"Sims_2025"
25138510,-114.311181,36.040072,"Sims_2025"
25138510,-114.311528,36.041008,"Sims_2025"
25138510,-114.310667,36.042194,"Sims_2025"
25138510,-114.312822,36.041389,"Sims_2025"
21435223,-114.660942,35.870181,"Sims_2025"
21435223,-114.660956,35.869589,"Sims_2025"
21435223,-114.661653,35.869131,"Sims_2025"
21435227,-114.662931,35.868044,"Sims_2025"
945030067,-114.663597,35.867447,"Sims_2025"
21412753,-114.594261,32.723561,"Sims_2025"
21412731,-114.6149,32.72855,"Sims_2025"
21412723,-114.635389,32.730981,"Sims_2025"
21412723,-114.64935,32.732661,"Sims_2025"
21412723,-114.657153,32.733325,"Sims_2025"
21412803,-114.688578,32.738669,"Sims_2025"
21412803,-114.695261,32.7416,"Sims_2025"
23735707,-122.6615804,45.6091819,"Sims_2025"
23735705,-122.7256111,45.6441752,"Sims_2025"
20380357,-114.412861,32.760861,"Sims_2025"
20380357,-114.421811,32.7596,"Sims_2025"
20380357,-114.433061,32.753389,"Sims_2025"
20380357,-114.43665,32.750119,"Sims_2025"
20380357,-114.441686,32.743056,"Sims_2025"
20380381,-114.441844,32.727983,"Sims_2025"
20379251,-114.512669,32.724231,"Sims_2025"
20379285,-114.54785,32.712492,"Sims_2025"
21413723,-114.557275,32.717803,"Sims_2025"
22514972,-118.34091922,34.1450188,"Sims_2025"
22514888,-118.57961,34.19426,"Sims_2025"
22514906,-118.51867,34.18484,"Sims_2025"
22515812,-118.44015,34.15508,"Sims_2025"
22515824,-118.2672725,34.1162835,"Sims_2025"
22515036,-118.2242144,34.0673722,"Sims_2025"
22518268,-118.17065,33.96368,"Sims_2025"
22518110,-118.18282748,33.9034613,"Sims_2025"
22518110,-118.19014754,33.8742578,"Sims_2025"
22518274,-118.20535772,33.804072,"Sims_2025"
23980805,-122.231742,47.228179,"Sims_2025"
23980805,-122.242705,47.212388,"Sims_2025"
23980803,-122.251194,47.20192,"Sims_2025"
23980379,-122.258229,47.199888,"Sims_2025"
23980377,-122.260089,47.19972,"Sims_2025"
23980377,-122.275164,47.195065,"Sims_2025"
23980375,-122.287163,47.198572,"Sims_2025"
17819108,-106.67314005,35.02759992,"Sims_2025"
17819108,-106.67291834,35.02515668,"Sims_2025"
17806526,-106.671389,35.0175,"Sims_2025"
17806526,-106.671389,35.017222,"Sims_2025"
17806526,-106.671389,35.016389,"Sims_2025"
17806526,-106.671389,35.015,"Sims_2025"
17806526,-106.672222,35.014167,"Sims_2025"
17819112,-106.674028,35.013056,"Sims_2025"
17806526,-106.675833,35.011111,"Sims_2025"
17806858,-106.679741,35.006944,"Sims_2025"
3383953,-109.58255,38.60355,"Sims_2025"
3379121,-109.59002,38.59459,"Sims_2025"
3379121,-109.58911,38.58491,"Sims_2025"
3379121,-109.5811,38.57762,"Sims_2025"
3379135,-109.57948,38.56971,"Sims_2025"
3379135,-109.58323,38.5613,"Sims_2025"
3379135,-109.59033,38.55417,"Sims_2025"
3379135,-109.59749,38.54709,"Sims_2025"
3379135,-109.60059,38.53833,"Sims_2025"
3379147,-109.60707,38.53095,"Sims_2025"
17808636,-106.726944,34.784444,"Sims_2025"
17808636,-106.726944,34.784167,"Sims_2025"
17808636,-106.726944,34.783889,"Sims_2025"
17808636,-106.731667,34.776667,"Sims_2025"
17808636,-106.731944,34.776389,"Sims_2025"
17808636,-106.731667,34.775833,"Sims_2025"
17808636,-106.731944,34.774722,"Sims_2025"
17808636,-106.731944,34.774167,"Sims_2025"
17808636,-106.732222,34.773611,"Sims_2025"
17808636,-106.7325,34.773056,"Sims_2025"
15024957,-121.423056,38.583611,"Sims_2025"
15024919,-121.491389,38.601944,"Sims_2025"
15024919,-121.503889,38.600278,"Sims_2025"
15024919,-121.507222,38.597778,"Sims_2025"
15039173,-121.505833,38.591389,"Sims_2025"
15039173,-121.511944,38.576111,"Sims_2025"
15039157,-121.516667,38.536389,"Sims_2025"
15039157,-121.523056,38.521111,"Sims_2025"
15039157,-121.527222,38.5175,"Sims_2025"
15048349,-121.543333,38.478056,"Sims_2025"
17037479,-108.1025,36.694167,"Sims_2025"
17016191,-108.214722,36.715,"Sims_2025"
17016191,-108.220556,36.714167,"Sims_2025"
17003788,-108.222222,36.717222,"Sims_2025"
17003788,-108.223056,36.72,"Sims_2025"
17003788,-108.22416,36.721915,"Sims_2025"
17003768,-108.249722,36.725556,"Sims_2025"
17003978,-108.251111,36.728056,"Sims_2025"
17003978,-108.250556,36.731111,"Sims_2025"
17003978,-108.249461,36.732148,"Sims_2025"
15890430,-111.14626433,32.40601145,"Sims_2025"
15890430,-111.14100299,32.40041058,"Sims_2025"
15902363,-111.11579646,32.37998348,"Sims_2025"
15903137,-111.11223449,32.37336895,"Sims_2025"
15903137,-111.1046144,32.35824828,"Sims_2025"
15903137,-111.09585202,32.3507749,"Sims_2025"
15903137,-111.09143717,32.34570891,"Sims_2025"
15902409,-111.08193917,32.33798457,"Sims_2025"
15902461,-111.05275225,32.30958272,"Sims_2025"
15902449,-111.03829905,32.294392,"Sims_2025"
948070292,-117.0625,32.546881,"Sims_2025"
948070292,-117.0638,32.547083,"Sims_2025"
948070292,-117.06495,32.5488,"Sims_2025"
948070292,-117.066561,32.551511,"Sims_2025"
948070380,-117.084139,32.551369,"Sims_2025"
8932654,-119.7150303,39.5180105,"Sims_2025"
8932654,-119.7087435,39.5205754,"Sims_2025"
8932092,-119.7030525,39.5209721,"Sims_2025"
8932092,-119.7012135,39.5208017,"Sims_2025"
8932092,-119.6952339,39.5216156,"Sims_2025"
8932092,-119.6948275,39.521914,"Sims_2025"
8932668,-119.690192,39.5217819,"Sims_2025"
8932668,-119.6872805,39.5193774,"Sims_2025"
8932668,-119.6668662,39.5097149,"Sims_2025"
8932668,-119.6599612,39.5086854,"Sims_2025"
10024050,-113.377778,37.177778,"Sims_2025"
10024340,-113.438889,37.116667,"Sims_2025"
4914306,-113.601389,37.052778,"Sims_2025"
4914346,-113.630556,37.038889,"Sims_2025"
4914350,-113.630556,37.0375,"Sims_2025"
4914356,-113.633333,37.031944,"Sims_2025"
4914518,-113.630556,37.027778,"Sims_2025"
4914376,-113.6375,37.026389,"Sims_2025"
4914388,-113.643056,37.025,"Sims_2025"
20654810,-113.080556,36.948611,"Sims_2025"
23791013,-122.6029382,45.3636376,"Sims_2025"
23791013,-122.6116624,45.3587807,"Sims_2025"
23791013,-122.6060965,45.3641478,"Sims_2025"
23815042,-122.6539823,45.4648718,"Sims_2025"
23815060,-122.643692,45.4432664,"Sims_2025"
23815040,-122.6677954,45.475971,"Sims_2025"
6712523,-70.971596,44.39806,"NH_DES_2026"
6778923,-72.471419,42.683597,"NH_DES_2026"
6746168,-71.421325,42.675953,"NH_DES_2026"
9327176,-72.317386,43.633831,"NH_DES_2026"
9311291,-70.989931,44.016886,"NH_DES_2026"
9329406,-72.393798,43.398329,"NH_DES_2026"
6778371,-72.486456,42.786069,"NH_DES_2026"
6741458,-71.355228,43.145299,"NH_DES_2026"
9330720,-72.390389,43.132131,"NH_DES_2026"
6767466,-71.596644,43.284928,"NH_DES_2026"
5844802,-70.955424,43.233476,"NH_DES_2026"
4593901,-71.569608,44.487925,"NH_DES_2026"
6744224,-71.493033,42.860642,"NH_DES_2026"
4594593,-71.981903,44.154781,"NH_DES_2026"
5845576,-70.748913,43.036204,"NH_DES_2026"
5844988,-70.91779,43.17443,"NH_DES_2026"
6745698,-71.456472,42.936044,"NH_DES_2026"
5845058,-70.965667,43.148281,"NH_DES_2026"
5850736,-71.038343,42.984705,"NH_DES_2026"
5844728,-70.977211,43.274253,"NH_DES_2026"
4594599,-71.631625,44.271631,"NH_DES_2026"
6728999,-71.682036,44.022111,"NH_DES_2026"
6741958,-71.5645,43.271031,"NH_DES_2026"
4594611,-71.594419,44.496114,"NH_DES_2026"
5846232,-70.746583,43.045222,"NH_DES_2026"
5845582,-70.74374,43.01774,"NH_DES_2026"
5845280,-70.738592,43.030669,"NH_DES_2026"
6741320,-71.749156,43.459525,"NH_DES_2026"
5850684,-71.173977,42.988836,"NH_DES_2026"
5850684,-71.174242,42.989052,"NH_DES_2026"
5850684,-71.173831,42.989251,"NH_DES_2026"
6778315,-72.18722,42.80257,"NH_DES_2026"
4594533,-71.497825,44.411906,"NH_DES_2026"
